antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"RACACOR_4.0, MESPRENAT_1.0",PARTO_2.0,0.7993983784250022,1.0,0.7993983784250022,1.0,1.0,1.0,0.0,inf,0.0,0.7993983784250023,0.0,0.899699189212501
"RACACOR_4.0, ESTCIVMAE_1.0",PARTO_2.0,0.6878180615853483,1.0,0.6878180615853483,1.0,1.0,1.0,0.0,inf,0.0,0.6878180615853483,0.0,0.8439090307926742
"GESTACAO_3.0, PESO_2.0, PARTO_2.0, MESPRENAT_1.0",APGAR5_3.0,0.615375492366522,0.9788498030533912,0.6077276386532877,0.9875720534728752,1.0089107137706683,1.0,0.0053674591464339,1.7018255510230118,0.0229626923002846,0.6160456991303904,0.4123957068344203,0.8042154903566796
"GESTACAO_3.0, RACACOR_4.0, PESO_2.0",APGAR5_3.0,0.7409469250452834,0.9788498030533912,0.7315021132227365,0.9872530521373448,1.0085848197116052,1.0,0.006226361569145,1.6592361696695004,0.032857158294771,0.7401660417977315,0.3973130418202082,0.8672804364750051
"GESTACAO_3.0, PESO_2.0, PARTO_2.0",APGAR5_3.0,0.752990138293896,0.9788498030533912,0.7433728184928553,0.9872278276806766,1.0085590502252249,1.0,0.0063085699227293,1.6559592540581436,0.0343565820328608,0.752046073465945,0.3961204072205461,0.8733314231936646
"GESTACAO_3.0, RACACOR_4.0, CONSULTAS_4.0, PARTO_2.0",APGAR5_3.0,0.6243135620022426,0.9788498030533912,0.616180529599494,0.986972840415856,1.0082985534012736,1.0,0.0050713223900376,1.623546315679708,0.0219072432882451,0.624307239664125,0.3840643840324668,0.8082336509257567
"GESTACAO_3.0, RACACOR_4.0, CONSULTAS_4.0","PARTO_2.0, APGAR5_3.0",0.6243135620022426,0.9788498030533912,0.616180529599494,0.986972840415856,1.0082985534012736,1.0,0.0050713223900376,1.623546315679708,0.0219072432882451,0.624307239664125,0.3840643840324668,0.8082336509257567
"GESTACAO_3.0, CONSULTAS_4.0, PARTO_2.0",APGAR5_3.0,0.6333378856272103,0.9788498030533912,0.6250503148270607,0.9869144559511988,1.0082389074122005,1.0,0.0051076502146147,1.6163024531292876,0.0222864107859777,0.6331948636358672,0.3813039149548266,0.8127351768893651
"GESTACAO_3.0, CONSULTAS_4.0","PARTO_2.0, APGAR5_3.0",0.6333378856272103,0.9788498030533912,0.6250503148270607,0.9869144559511988,1.0082389074122005,1.0,0.0051076502146147,1.6163024531292876,0.0222864107859777,0.6331948636358672,0.3813039149548266,0.8127351768893651
"RACACOR_4.0, PESO_2.0, CONSULTAS_4.0","PARTO_2.0, APGAR5_3.0",0.6121014346913545,0.9788498030533912,0.6040079353670107,0.9867775194344628,1.008099012081672,1.0,0.0048525665706802,1.5995634738714912,0.0207114585668719,0.6119986162445605,0.3748294354461235,0.8019181855202957
